Item,Category,Stock,Daily_Sales,Reorder_Level,Lead_Time_Days
GBC Recycled VeloBinder Covers,General,63.0,5.25,21.0,6
GBC Standard Plastic Binding Systems Combs,General,19.5,2.6,6.5,3
GBC Standard Plastic Binding Systems' Combs,General,45.0,3.75,15.0,4
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",General,76.5,4.25,25.5,3
GBC Standard Therm-A-Bind Covers,General,51.0,2.8333333333333335,17.0,3
GBC Therma-A-Bind 250T Electric Binding System,General,18.0,6.0,6.0,5
GBC Twin Loop Wire Binding Elements,General,70.5,4.7,23.5,3
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",General,52.5,3.888888888888889,17.5,4
GBC VeloBind Cover Sets,General,63.0,3.8181818181818183,21.0,5
GBC VeloBinder Electric Binding Machine,General,22.5,3.75,7.5,3
GBC VeloBinder Manual Binding System,General,45.0,3.75,15.0,6
GBC VeloBinder Strips,General,30.0,5.0,10.0,3
"GBC Velobind Prepunched Cover Sets, Regency Series",General,49.5,4.714285714285714,16.5,4
"GBC White Gloss Covers, Plain Front",General,46.5,4.428571428571429,15.5,6
GBC Wire Binding Combs,General,39.0,3.7142857142857144,13.0,4
GBC Wire Binding Strips,General,21.0,2.8,7.0,5
GE 2-Jack Phone Line Splitter,General,16.5,3.6666666666666665,5.5,3
GE 30522EE2,General,15.0,3.3333333333333335,5.0,6
GE 30524EE4,General,48.0,3.5555555555555554,16.0,3
"GE 4 Foot Flourescent Tube, 40 Watt",General,10.5,2.3333333333333335,3.5,7
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",General,43.5,3.625,14.5,6
GE DSL Phone Line Filter,General,22.5,3.75,7.5,5
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",General,30.0,2.857142857142857,10.0,5
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",General,22.5,5.0,7.5,6
Gear Head AU3700S Headset,General,24.0,5.333333333333333,8.0,4
Geemarc AmpliPOWER60,General,69.0,4.181818181818182,23.0,7
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",General,12.0,2.6666666666666665,4.0,6
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",General,12.0,4.0,4.0,5
Global Adaptabilities Conference Tables,General,21.0,3.5,7.0,5
"Global Airflow Leather Mesh Back Chair, Black",General,48.0,3.5555555555555554,16.0,5
"Global Armless Task Chair, Royal Blue",General,42.0,3.5,14.0,4
Global Chrome Stack Chair,General,48.0,5.333333333333333,16.0,7
Global Comet Stacking Arm Chair,General,25.5,3.4,8.5,7
Global Comet Stacking Armless Chair,General,21.0,2.3333333333333335,7.0,7
Global Commerce Series High-Back Swivel/Tilt Chairs,General,49.5,3.6666666666666665,16.5,5
Global Commerce Series Low-Back Swivel/Tilt Chairs,General,36.0,3.4285714285714284,12.0,6
Global Deluxe High-Back Manager's Chair,General,52.5,4.375,17.5,5
Global Deluxe High-Back Office Chair in Storm,General,15.0,3.3333333333333335,5.0,6
Global Deluxe Office Fabric Chairs,General,25.5,2.8333333333333335,8.5,7
"Global Deluxe Stacking Chair, Gray",General,28.5,2.7142857142857144,9.5,7
Global Deluxe Steno Chair,General,43.5,2.9,14.5,7
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,General,15.0,2.5,5.0,7
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,General,1.5,1.0,0.5,6
Global Ergonomic Managers Chair,General,58.5,3.5454545454545454,19.5,5
Global Executive Mid-Back Manager's Chair,General,27.0,3.0,9.0,4
"Global Fabric Manager's Chair, Dark Gray",General,52.5,3.888888888888889,17.5,7
"Global Geo Office Task Chair, Gray",General,37.5,3.5714285714285716,12.5,3
"Global High-Back Leather Tilter, Burgundy",General,81.0,3.857142857142857,27.0,7
Global Highback Leather Tilter in Burgundy,General,51.0,3.7777777777777777,17.0,3
Global Italian Leather Office Chair,General,12.0,4.0,4.0,7
"Global Leather & Oak Executive Chair, Burgundy",General,19.5,2.6,6.5,7
Global Leather Executive Chair,General,31.5,3.0,10.5,7
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",General,58.5,3.5454545454545454,19.5,3
"Global Leather Task Chair, Black",General,28.5,2.375,9.5,7
"Global Leather and Oak Executive Chair, Black",General,39.0,3.25,13.0,3
Global Low Back Tilter Chair,General,31.5,2.625,10.5,7
"Global Manager's Adjustable Task Chair, Storm",General,34.5,3.8333333333333335,11.5,6
"Global Push Button Manager's Chair, Indigo",General,66.0,4.888888888888889,22.0,3
"Global Stack Chair with Arms, Black",General,46.5,4.428571428571429,15.5,7
"Global Stack Chair without Arms, Black",General,66.0,6.285714285714286,22.0,4
Global Super Steno Chair,General,45.0,4.285714285714286,15.0,6
"Global Task Chair, Black",General,18.0,2.4,6.0,7
Global Troy Executive Leather Low-Back Tilter,General,48.0,3.5555555555555554,16.0,5
"Global Value Mid-Back Manager's Chair, Gray",General,58.5,3.9,19.5,6
"Global Value Steno Chair, Gray",General,64.5,4.3,21.5,7
"Global Wood Trimmed Manager's Task Chair, Khaki",General,88.5,4.214285714285714,29.5,5
Globe Weis Peel & Seel First Class Envelopes,General,45.0,4.285714285714286,15.0,7
Google Nexus 5,General,34.5,4.6,11.5,7
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",General,42.0,2.8,14.0,5
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",General,30.0,3.3333333333333335,10.0,3
Grandstream GXP1160 VoIP phone,General,36.0,4.0,12.0,3
Grandstream GXP2100 Mainstream Business Phone,General,15.0,2.5,5.0,4
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),General,48.0,4.0,16.0,7
Green Bar Computer Printout Paper,General,25.5,3.4,8.5,5
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",General,28.5,3.8,9.5,5
Griffin GC17055 Auxiliary Audio Cable,General,40.5,4.5,13.5,4
Griffin GC36547 PowerJolt SE Lightning Charger,General,15.0,3.3333333333333335,5.0,3
Grip Seal Envelopes,General,3.0,2.0,1.0,5
GuestStacker Chair with Chrome Finish Legs,General,46.5,3.875,15.5,6
HON 5400 Series Task Chairs for Big and Tall,General,58.5,4.875,19.5,5
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",General,18.0,4.0,6.0,7
HP Office Paper (20Lb. and 87 Bright),General,21.0,7.0,7.0,3
HP Office Recycled Paper (20Lb. and 87 Bright),General,28.5,4.75,9.5,6
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",General,6.0,2.0,2.0,7
HP Standard 104 key PS/2 Keyboard,General,30.0,3.3333333333333335,10.0,5
HTC One,General,21.0,3.5,7.0,3
HTC One Mini,General,28.5,4.75,9.5,4
Hammermill Color Copier Paper (28Lb. and 96 Bright),General,4.5,1.5,1.5,3
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),General,10.5,2.3333333333333335,3.5,6
Hand-Finished Solid Wood Document Frame,General,12.0,2.6666666666666665,4.0,3
Hanging Personal Folder File,General,25.5,3.4,8.5,6
Harbour Creations 67200 Series Stacking Chairs,General,36.0,3.0,12.0,7
Harbour Creations Steel Folding Chair,General,51.0,4.25,17.0,5
Harmony Air Purifier,General,19.5,2.6,6.5,6
Harmony HEPA Quiet Air Purifiers,General,18.0,3.0,6.0,3
Heavy-Duty E-Z-D Binders,General,43.5,3.625,14.5,4
Hewlett Packard 310 Color Digital Copier,General,24.0,2.6666666666666665,8.0,5
Hewlett Packard 610 Color Digital Copier / Printer,General,31.5,3.0,10.5,7
Hewlett Packard LaserJet 3310 Copier,General,57.0,4.75,19.0,7
Hewlett-Packard 300S Scientific Calculator,General,15.0,5.0,5.0,7
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,General,12.0,8.0,4.0,3
Hewlett-Packard Deskjet 5550 Printer,General,4.5,3.0,1.5,4
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,General,9.0,3.0,3.0,7
Hewlett-Packard Deskjet D4360 Printer,General,6.0,4.0,2.0,4
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,General,3.0,2.0,1.0,3
Hewlett-Packard Desktjet 6988DT Refurbished Printer,General,7.5,5.0,2.5,6
High Speed Automatic Electric Letter Opener,General,16.5,3.6666666666666665,5.5,6
High-Back Leather Manager's Chair,General,63.0,4.666666666666667,21.0,4
Holmes 99% HEPA Air Purifier,General,25.5,4.25,8.5,6
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",General,13.5,2.25,4.5,5
Holmes HEPA Air Purifier,General,21.0,2.3333333333333335,7.0,3
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,General,4.5,3.0,1.5,7
Holmes Odor Grabber,General,45.0,3.75,15.0,4
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",General,18.0,3.0,6.0,5
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",General,27.0,4.5,9.0,7
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",General,39.0,2.6,13.0,6
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",General,7.5,2.5,2.5,6
Home/Office Personal File Carts,General,45.0,4.285714285714286,15.0,3
Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,General,36.0,4.0,12.0,4
Hon 2111 Invitation Series Corner Table,General,27.0,4.5,9.0,3
Hon 2111 Invitation Series Straight Table,General,27.0,2.5714285714285716,9.0,4
"Hon 30"" x 60"" Table with Locking Drawer",General,9.0,2.0,3.0,4
Hon 4-Shelf Metal Bookcases,General,33.0,5.5,11.0,5
Hon 4060 Series Tables,General,19.5,3.25,6.5,5
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,General,51.0,4.25,17.0,4
Hon 4070 Series Pagoda Round Back Stacking Chairs,General,31.5,3.0,10.5,4
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,General,36.0,4.0,12.0,7
Hon 5100 Series Wood Tables,General,39.0,3.7142857142857144,13.0,5
Hon 61000 Series Interactive Training Tables,General,33.0,2.4444444444444446,11.0,4
Hon 94000 Series Round Tables,General,45.0,6.0,15.0,5
Hon Comfortask Task/Swivel Chairs,General,27.0,3.0,9.0,5
Hon Deluxe Fabric Upholstered Stacking Chairs,General,22.5,3.75,7.5,3
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",General,76.5,4.25,25.5,7
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",General,10.5,3.5,3.5,5
Hon Every-Day Chair Series Swivel Task Chairs,General,15.0,3.3333333333333335,5.0,4
Hon Every-Day Series Multi-Task Chairs,General,64.5,4.3,21.5,3
Hon GuestStacker Chair,General,51.0,3.7777777777777777,17.0,6
"Hon Metal Bookcases, Black",General,45.0,6.0,15.0,3
"Hon Metal Bookcases, Gray",General,18.0,6.0,6.0,6
"Hon Metal Bookcases, Putty",General,28.5,3.8,9.5,3
Hon Mobius Operator's Chair,General,34.5,4.6,11.5,7
Hon Multipurpose Stacking Arm Chairs,General,54.0,6.0,18.0,4
Hon Non-Folding Utility Tables,General,43.5,5.8,14.5,4
Hon Olson Stacker Chairs,General,33.0,5.5,11.0,7
Hon Olson Stacker Stools,General,66.0,4.4,22.0,6
Hon Pagoda Stacking Chairs,General,33.0,5.5,11.0,3
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",General,33.0,3.6666666666666665,11.0,5
Hon Racetrack Conference Tables,General,33.0,3.6666666666666665,11.0,4
Hon Rectangular Conference Tables,General,30.0,5.0,10.0,7
Hon Valutask Swivel Chairs,General,19.5,3.25,6.5,3
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,General,13.5,4.5,4.5,6
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,General,21.0,4.666666666666667,7.0,6
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,General,60.0,5.0,20.0,5
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,General,18.0,4.0,6.0,5
Honeywell Quietcare HEPA Air Cleaner,General,34.5,3.8333333333333335,11.5,4
Hoover Commercial Lightweight Upright Vacuum,General,12.0,4.0,4.0,3
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,General,9.0,2.0,3.0,4
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,General,27.0,4.5,9.0,5
Hoover Commercial SteamVac,General,21.0,3.5,7.0,4
Hoover Portapower Portable Vacuum,General,27.0,4.5,9.0,7
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,General,9.0,1.5,3.0,7
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",General,27.0,3.6,9.0,5
Hoover Shoulder Vac Commercial Portable Vacuum,General,24.0,2.6666666666666665,8.0,4
Hoover Upright Vacuum With Dirt Cup,General,46.5,5.166666666666667,15.5,3
Hoover WindTunnel Plus Canister Vacuum,General,13.5,3.0,4.5,7
"Hot File 7-Pocket, Floor Stand",General,73.5,3.769230769230769,24.5,4
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",General,25.5,4.25,8.5,6
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",General,21.0,2.3333333333333335,7.0,6
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",General,36.0,4.0,12.0,3
"Howard Miller 12"" Round Wall Clock",General,21.0,7.0,7.0,7
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,General,21.0,7.0,7.0,3
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",General,40.5,4.5,13.5,7
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",General,40.5,3.857142857142857,13.5,4
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",General,25.5,3.4,8.5,4
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",General,46.5,3.4444444444444446,15.5,5
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",General,43.5,4.142857142857143,14.5,6
"Howard Miller 16"" Diameter Gallery Wall Clock",General,18.0,3.0,6.0,4
Howard Miller Distant Time Traveler Alarm Clock,General,31.5,3.5,10.5,4
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",General,12.0,8.0,4.0,5
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",General,12.0,2.0,4.0,4
Hunt Boston Vacuum Mount KS Pencil Sharpener,General,30.0,4.0,10.0,7
"Hunt PowerHouse Electric Pencil Sharpener, Blue",General,66.0,4.4,22.0,6
Hypercom P1300 Pinpad,General,31.5,3.0,10.5,4
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,General,78.0,5.2,26.0,3
I.R.I.S IRISCard Anywhere 5 Card Scanner,General,4.5,3.0,1.5,5
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",General,24.0,2.6666666666666665,8.0,5
Ibico Covers for Plastic or Wire Binding Elements,General,30.0,2.857142857142857,10.0,3
Ibico EB-19 Dual Function Manual Binding System,General,34.5,2.875,11.5,6
Ibico EPK-21 Electric Binding System,General,19.5,4.333333333333333,6.5,4
Ibico Hi-Tech Manual Binding System,General,51.0,3.090909090909091,17.0,5
Ibico Ibimaster 300 Manual Binding System,General,42.0,3.5,14.0,7
Ibico Laser Imprintable Binding System Covers,General,51.0,4.25,17.0,5
Ibico Plastic Spiral Binding Combs,General,70.5,3.6153846153846154,23.5,7
Ibico Plastic and Wire Spiral Binding Combs,General,61.5,4.555555555555555,20.5,4
Ibico Presentation Index for Binding Systems,General,40.5,3.857142857142857,13.5,3
Ibico Recycled Grain-Textured Covers,General,12.0,2.0,4.0,5
Ibico Recycled Linen-Style Covers,General,36.0,6.0,12.0,7
Ibico Standard Transparent Covers,General,51.0,3.4,17.0,4
Iceberg Mobile Mega Data/Printer Cart ,General,73.5,6.125,24.5,7
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",General,46.5,5.166666666666667,15.5,6
"Iceberg OfficeWorks 42"" Round Tables",General,45.0,4.285714285714286,15.0,5
Ideal Clamps,General,49.5,4.125,16.5,6
Imation Bio 2GB USB Flash Drive Imation Corp,General,24.0,5.333333333333333,8.0,4
Imation Bio 8GB USB Flash Drive Imation Corp,General,24.0,4.0,8.0,6
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,General,51.0,3.7777777777777777,17.0,3
Imation 30456 USB Flash Drive 8GB,General,34.5,4.6,11.5,4
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,General,27.0,3.6,9.0,4
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,General,19.5,4.333333333333333,6.5,6
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,General,37.5,3.125,12.5,6
Imation Clip USB flash drive - 8 GB,General,37.5,3.5714285714285716,12.5,5
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,General,48.0,5.333333333333333,16.0,5
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,General,36.0,4.0,12.0,7
Imation Swivel Flash Drive USB flash drive - 8 GB,General,7.5,2.5,2.5,5
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,General,21.0,4.666666666666667,7.0,3
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",General,22.5,3.75,7.5,5
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",General,9.0,2.0,3.0,5
Innergie mMini Combo Duo USB Travel Charging Kit,General,28.5,3.1666666666666665,9.5,3
Insertable Tab Indexes For Data Binders,General,19.5,2.6,6.5,5
Insertable Tab Post Binder Dividers,General,37.5,3.125,12.5,7
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",General,15.0,3.3333333333333335,5.0,4
"Iris 3-Drawer Stacking Bin, Black",General,24.0,5.333333333333333,8.0,5
Iris Project Case,General,45.0,5.0,15.0,7
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",General,37.5,4.166666666666667,12.5,7
JBL Micro Wireless Portable Bluetooth Speaker,General,25.5,2.8333333333333335,8.5,6
JM Magazine Binder,General,27.0,3.0,9.0,6
Jabra BIZ 2300 Duo QD Duo Corded Headset,General,25.5,4.25,8.5,7
Jabra SPEAK 410,General,55.5,4.111111111111111,18.5,6
Jabra SPEAK 410 Multidevice Speakerphone,General,19.5,4.333333333333333,6.5,5
Jabra Supreme Plus Driver Edition Headset,General,33.0,4.4,11.0,6
Jackery Bar Premium Fast-charging Portable Charger,General,27.0,4.5,9.0,7
Jawbone JAMBOX Wireless Bluetooth Speaker,General,21.0,4.666666666666667,7.0,3
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,General,27.0,3.6,9.0,6
Jensen SMPS-640 - speaker phone,General,18.0,3.0,6.0,4
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,General,28.5,4.75,9.5,4
Jiffy Padded Mailers with Self-Seal Closure,General,3.0,2.0,1.0,3
KI Adjustable-Height Table,General,111.0,4.111111111111111,37.0,6
KI Conference Tables,General,66.0,5.5,22.0,3
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,General,19.5,4.333333333333333,6.5,6
Kensington 4 Outlet MasterPiece Compact Power Control Center,General,54.0,5.142857142857143,18.0,6
Kensington 6 Outlet Guardian Standard Surge Protector,General,30.0,3.3333333333333335,10.0,4
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,General,13.5,4.5,4.5,7
Kensington 6 Outlet SmartSocket Surge Protector,General,9.0,3.0,3.0,3
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,General,31.5,4.2,10.5,6
Kensington 7 Outlet MasterPiece Power Center,General,31.5,4.2,10.5,7
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,General,12.0,2.0,4.0,5
Kensington Expert Mouse Optical USB Trackball for PC or Mac,General,30.0,3.3333333333333335,10.0,3
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,General,30.0,3.3333333333333335,10.0,4
Kensington Orbit Wireless Mobile Trackball for PC and Mac,General,49.5,6.6,16.5,6
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,General,19.5,3.25,6.5,3
KeyTronic 6101 Series - Keyboard - Black,General,15.0,5.0,5.0,6
KeyTronic E03601U1 - Keyboard - Beige,General,27.0,3.0,9.0,5
KeyTronic KT400U2 - Keyboard - Black,General,22.5,5.0,7.5,4
KeyTronic KT800P2 - Keyboard - Black,General,9.0,2.0,3.0,6
Kingston Digital DataTraveler 16GB USB 2.0,General,85.5,4.384615384615385,28.5,4
Kingston Digital DataTraveler 32GB USB 2.0,General,33.0,3.142857142857143,11.0,3
Kingston Digital DataTraveler 64GB USB 2.0,General,9.0,3.0,3.0,6
Kingston Digital DataTraveler 8GB USB 2.0,General,13.5,3.0,4.5,4
Kleencut Forged Office Shears by Acme United Corporation,General,7.5,2.5,2.5,3
Konftel 250 Conference phone - Charcoal black,General,13.5,2.25,4.5,5
Konica Minolta magicolor 1690MF Multifunction Printer,General,12.0,8.0,4.0,4
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",General,42.0,3.5,14.0,3
LG Electronics Tone+ HBS-730 Bluetooth Headset,General,27.0,4.5,9.0,4
LG Exalt,General,18.0,4.0,6.0,3
LG G2,General,7.5,5.0,2.5,7
LG G3,General,15.0,2.5,5.0,5
Laminate Occasional Tables,General,27.0,6.0,9.0,7
Large Capacity Hanging Post Binders,General,33.0,4.4,11.0,5
Laser & Ink Jet Business Envelopes,General,30.0,4.0,10.0,5
"Leather Task Chair, Black",General,28.5,3.1666666666666665,9.5,6
Lenovo 17-Key USB Numeric Keypad,General,19.5,2.6,6.5,4
"Lesro Round Back Collection Coffee Table, End Table",General,30.0,2.5,10.0,7
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",General,58.5,4.333333333333333,19.5,6
Letter Size Cart,General,49.5,4.125,16.5,6
Letter Size File,General,15.0,5.0,5.0,6
Letter Slitter,General,6.0,2.0,2.0,7
Letter or Legal Size Expandable Poly String Tie Envelopes,General,24.0,4.0,8.0,5
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",General,21.0,3.5,7.0,3
Lexmark 20R1285 X6650 Wireless All-in-One Printer,General,9.0,3.0,3.0,5
Lexmark MX611dhe Monochrome Laser Printer,General,27.0,4.5,9.0,5
Lexmark MarkNet N8150 Wireless Print Server,General,9.0,3.0,3.0,5
Lexmark S315 Color Inkjet Printer,General,7.5,2.5,2.5,7
Lexmark X 9575 Professional All-in-One Color Printer,General,6.0,4.0,2.0,4
"Lifetime Advantage Folding Chairs, 4/Carton",General,40.5,3.857142857142857,13.5,3
"Linden 10"" Round Wall Clock, Black",General,31.5,3.5,10.5,5
"Linden 12"" Wall Clock With Oak Frame",General,4.5,3.0,1.5,5
Lock-Up Easel 'Spel-Binder',General,66.0,6.285714285714286,22.0,5
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,General,78.0,3.466666666666667,26.0,6
"Logitech B530 USB Headset - headset - Full size, Binaural",General,37.5,2.5,12.5,4
Logitech ClearChat Comfort/USB Headset H390,General,28.5,3.1666666666666665,9.5,6
Logitech Desktop MK120 Mouse and keyboard Combo,General,75.0,4.166666666666667,25.0,7
Logitech G105 Gaming Keyboard,General,21.0,2.8,7.0,3
Logitech G13 Programmable Gameboard with LCD Display,General,21.0,3.5,7.0,3
Logitech G19 Programmable Gaming Keyboard,General,54.0,4.5,18.0,3
Logitech G35 7.1-Channel Surround Sound Headset,General,25.5,2.8333333333333335,8.5,7
Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,General,25.5,4.25,8.5,3
Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,General,31.5,5.25,10.5,4
Logitech G600 MMO Gaming Mouse,General,31.5,2.625,10.5,6
Logitech G602 Wireless Gaming Mouse,General,43.5,3.2222222222222223,14.5,3
Logitech G700s Rechargeable Gaming Mouse,General,37.5,2.7777777777777777,12.5,5
Logitech Illuminated Ultrathin Keyboard with Backlighting,General,4.5,3.0,1.5,3
Logitech K350 2.4Ghz Wireless Keyboard,General,37.5,5.0,12.5,3
Logitech Keyboard K120,General,18.0,4.0,6.0,5
Logitech M510 Wireless Mouse,General,10.5,2.3333333333333335,3.5,7
Logitech Media Keyboard K200,General,24.0,4.0,8.0,6
Logitech Mobile Speakerphone P710e - speaker phone,General,25.5,3.4,8.5,4
Logitech Trackman Marble Mouse,General,42.0,3.111111111111111,14.0,6
Logitech Wireless Anywhere Mouse MX for PC and Mac,General,16.5,3.6666666666666665,5.5,7
Logitech Wireless Gaming Headset G930,General,31.5,3.5,10.5,3
Logitech Wireless Headset H600 Over-The-Head Design,General,15.0,5.0,5.0,4
Logitech Wireless Headset h800,General,48.0,5.333333333333333,16.0,4
Logitech Wireless Marathon Mouse M705,General,45.0,3.75,15.0,6
Logitech Wireless Performance Mouse MX for PC and Mac,General,31.5,3.0,10.5,5
Logitech Wireless Touch Keyboard K400,General,22.5,5.0,7.5,7
Logitech diNovo Edge Keyboard,General,46.5,6.2,15.5,6
Logitech Gaming G510s - Keyboard,General,46.5,3.875,15.5,4
Logitech Illuminated - Keyboard,General,30.0,3.3333333333333335,10.0,6
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,General,16.5,1.8333333333333333,5.5,5
Logitech MX Performance Wireless Mouse,General,34.5,3.2857142857142856,11.5,6
Logitech P710e Mobile Speakerphone,General,61.5,4.555555555555555,20.5,3
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),General,33.0,4.4,11.0,6
"Logitech Wireless Boombox Speaker - portable - wireless, wired",General,6.0,2.0,2.0,7
Logitech Z-906 Speaker sys - home theater - 5.1-CH,General,25.5,4.25,8.5,6
Longer-Life Soft White Bulbs,General,66.0,4.4,22.0,6
Loose Memo Sheets,General,7.5,2.5,2.5,5
Lumber Crayons,General,28.5,3.1666666666666665,9.5,3
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,General,9.0,2.0,3.0,4
Luxo Adjustable Task Clamp Lamp,General,27.0,4.5,9.0,5
Luxo Economy Swing Arm Lamp,General,25.5,3.4,8.5,5
Luxo Professional Combination Clamp-On Lamps,General,19.5,2.6,6.5,4
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,General,34.5,4.6,11.5,4
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,General,19.5,3.25,6.5,6
Macally Suction Cup Mount,General,39.0,6.5,13.0,7
Magna Visual Magnetic Picture Hangers,General,28.5,3.1666666666666665,9.5,6
Magnifier Swing Arm Lamp,General,18.0,2.4,6.0,7
Manco Dry-Lighter Erasable Highlighter,General,45.0,4.285714285714286,15.0,3
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",General,19.5,3.25,6.5,5
Martin Yale Chadless Opener Electric Letter Opener,General,33.0,3.6666666666666665,11.0,4
Martin-Yale Premier Letter Opener,General,30.0,2.857142857142857,10.0,7
"Master Big Foot Doorstop, Beige",General,45.0,5.0,15.0,6
"Master Caster Door Stop, Brown",General,57.0,4.222222222222222,19.0,6
"Master Caster Door Stop, Gray",General,15.0,2.5,5.0,5
"Master Caster Door Stop, Large Brown",General,15.0,3.3333333333333335,5.0,3
"Master Caster Door Stop, Large Neon Orange",General,40.5,3.857142857142857,13.5,7
